Country,Country code,Quarter,Year,Category,Revenue
Indonesia,IDN,2022-Q2,2022,Non-Gaming,52890244.16
India,IND,2022-Q2,2022,Non-Gaming,70348851.59
Japan,JPN,2022-Q2,2022,Non-Gaming,1200741705
South Korea,KOR,2022-Q2,2022,Non-Gaming,216184079.7
Mexico,MEX,2022-Q2,2022,Non-Gaming,91154366.43
U.S.,USA,2022-Q2,2022,Non-Gaming,4811866343
Vietnam,VNM,2022-Q2,2022,Non-Gaming,27601168.98
Australia,AUS,2022-Q3,2022,Non-Gaming,279298928.4
Brazil,BRA,2022-Q3,2022,Non-Gaming,197233069
Canada,CAN,2022-Q3,2022,Non-Gaming,311980575.8
Germany,DEU,2022-Q3,2022,Non-Gaming,313414202.6
France,FRA,2022-Q3,2022,Non-Gaming,230838062.2
U.K.,GBR,2022-Q3,2022,Non-Gaming,432758926.3
Indonesia,IDN,2022-Q3,2022,Non-Gaming,62652245.99
India,IND,2022-Q3,2022,Non-Gaming,75654321.85
Japan,JPN,2022-Q3,2022,Non-Gaming,1179503540
South Korea,KOR,2022-Q3,2022,Non-Gaming,246877045.9
Mexico,MEX,2022-Q3,2022,Non-Gaming,101058475.1
U.S.,USA,2022-Q3,2022,Non-Gaming,5041360527
Vietnam,VNM,2022-Q3,2022,Non-Gaming,32123385.75
Australia,AUS,2022-Q4,2022,Non-Gaming,280787028.2
Brazil,BRA,2022-Q4,2022,Non-Gaming,216336090.4
Canada,CAN,2022-Q4,2022,Non-Gaming,319377702.1
Germany,DEU,2022-Q4,2022,Non-Gaming,328340874.8
France,FRA,2022-Q4,2022,Non-Gaming,238952989.6
U.K.,GBR,2022-Q4,2022,Non-Gaming,446114916.1
Indonesia,IDN,2022-Q4,2022,Non-Gaming,67056719.97
India,IND,2022-Q4,2022,Non-Gaming,81356033.86
Japan,JPN,2022-Q4,2022,Non-Gaming,1137407200
South Korea,KOR,2022-Q4,2022,Non-Gaming,261919170.3
Mexico,MEX,2022-Q4,2022,Non-Gaming,109058325.8
U.S.,USA,2022-Q4,2022,Non-Gaming,5349036419
Vietnam,VNM,2022-Q4,2022,Non-Gaming,31486581.6
Australia,AUS,2023-Q1,2023,Non-Gaming,306064397.4
Brazil,BRA,2023-Q1,2023,Non-Gaming,238495177.9
Canada,CAN,2023-Q1,2023,Non-Gaming,335235886
Germany,DEU,2023-Q1,2023,Non-Gaming,371565671
France,FRA,2023-Q1,2023,Non-Gaming,268661180.8
U.K.,GBR,2023-Q1,2023,Non-Gaming,499597541.1
Indonesia,IDN,2023-Q1,2023,Non-Gaming,68919992.6
India,IND,2023-Q1,2023,Non-Gaming,86566345.05
Japan,JPN,2023-Q1,2023,Non-Gaming,1245446140
South Korea,KOR,2023-Q1,2023,Non-Gaming,310341000.2
Mexico,MEX,2023-Q1,2023,Non-Gaming,130148233.1
U.S.,USA,2023-Q1,2023,Non-Gaming,5607052441
Vietnam,VNM,2023-Q1,2023,Non-Gaming,32829259.45
Australia,AUS,2023-Q2,2023,Non-Gaming,305300058.8
Brazil,BRA,2023-Q2,2023,Non-Gaming,264249881.4
Canada,CAN,2023-Q2,2023,Non-Gaming,332161199.7
Germany,DEU,2023-Q2,2023,Non-Gaming,399711064.6
France,FRA,2023-Q2,2023,Non-Gaming,283757291.3
U.K.,GBR,2023-Q2,2023,Non-Gaming,542280424.3
Indonesia,IDN,2023-Q2,2023,Non-Gaming,76289361.06
India,IND,2023-Q2,2023,Non-Gaming,92125742.69
Japan,JPN,2023-Q2,2023,Non-Gaming,1337783262
South Korea,KOR,2023-Q2,2023,Non-Gaming,306823953.2
Mexico,MEX,2023-Q2,2023,Non-Gaming,160944165
U.S.,USA,2023-Q2,2023,Non-Gaming,5820446733
Vietnam,VNM,2023-Q2,2023,Non-Gaming,34659101.31
Australia,AUS,2023-Q3,2023,Non-Gaming,317938828.6
Brazil,BRA,2023-Q3,2023,Non-Gaming,293511410.8
Canada,CAN,2023-Q3,2023,Non-Gaming,355437918.7
Germany,DEU,2023-Q3,2023,Non-Gaming,430317220.5
France,FRA,2023-Q3,2023,Non-Gaming,305718407.9
U.K.,GBR,2023-Q3,2023,Non-Gaming,601023217.9
Indonesia,IDN,2023-Q3,2023,Non-Gaming,102935624.3
India,IND,2023-Q3,2023,Non-Gaming,91803637.64
Japan,JPN,2023-Q3,2023,Non-Gaming,1226084603
South Korea,KOR,2023-Q3,2023,Non-Gaming,331733183.7
Mexico,MEX,2023-Q3,2023,Non-Gaming,170791557
U.S.,USA,2023-Q3,2023,Non-Gaming,6109502784
Vietnam,VNM,2023-Q3,2023,Non-Gaming,36847410.59
Australia,AUS,2023-Q4,2023,Non-Gaming,340859739.8
Brazil,BRA,2023-Q4,2023,Non-Gaming,289360475.4
Canada,CAN,2023-Q4,2023,Non-Gaming,373102586.6
Germany,DEU,2023-Q4,2023,Non-Gaming,449668734
France,FRA,2023-Q4,2023,Non-Gaming,311686272
U.K.,GBR,2023-Q4,2023,Non-Gaming,605016047.7
Indonesia,IDN,2023-Q4,2023,Non-Gaming,100325824
India,IND,2023-Q4,2023,Non-Gaming,94663369.75
Japan,JPN,2023-Q4,2023,Non-Gaming,1262670920
South Korea,KOR,2023-Q4,2023,Non-Gaming,343393685.5
Mexico,MEX,2023-Q4,2023,Non-Gaming,190715132.4
U.S.,USA,2023-Q4,2023,Non-Gaming,6461902617
Vietnam,VNM,2023-Q4,2023,Non-Gaming,38556943.14
Australia,AUS,2024-Q1,2024,Non-Gaming,366237472
Brazil,BRA,2024-Q1,2024,Non-Gaming,308207704.4
Canada,CAN,2024-Q1,2024,Non-Gaming,394972814.1
Germany,DEU,2024-Q1,2024,Non-Gaming,492027408.3
France,FRA,2024-Q1,2024,Non-Gaming,337316537.6
U.K.,GBR,2024-Q1,2024,Non-Gaming,650530002.5
Indonesia,IDN,2024-Q1,2024,Non-Gaming,110553950.3
India,IND,2024-Q1,2024,Non-Gaming,102268272.2
Japan,JPN,2024-Q1,2024,Non-Gaming,1303047732
South Korea,KOR,2024-Q1,2024,Non-Gaming,354039862.5
Mexico,MEX,2024-Q1,2024,Non-Gaming,218365448.7
U.S.,USA,2024-Q1,2024,Non-Gaming,6971420597
Vietnam,VNM,2024-Q1,2024,Non-Gaming,39389486.93
Australia,AUS,2024-Q2,2024,Non-Gaming,366853087.5
Brazil,BRA,2024-Q2,2024,Non-Gaming,306482133
Canada,CAN,2024-Q2,2024,Non-Gaming,401795684.2
Germany,DEU,2024-Q2,2024,Non-Gaming,539210489.2
France,FRA,2024-Q2,2024,Non-Gaming,384356167.4
U.K.,GBR,2024-Q2,2024,Non-Gaming,701478315.5
Indonesia,IDN,2024-Q2,2024,Non-Gaming,114837917.4
India,IND,2024-Q2,2024,Non-Gaming,115622759.4
Japan,JPN,2024-Q2,2024,Non-Gaming,1347056929
South Korea,KOR,2024-Q2,2024,Non-Gaming,350524551.7
Mexico,MEX,2024-Q2,2024,Non-Gaming,234275042.9
U.S.,USA,2024-Q2,2024,Non-Gaming,7251277331
Vietnam,VNM,2024-Q2,2024,Non-Gaming,39826961.17
Australia,AUS,2024-Q3,2024,Non-Gaming,383399773
Brazil,BRA,2024-Q3,2024,Non-Gaming,343459574.5
Canada,CAN,2024-Q3,2024,Non-Gaming,431057497.8
Germany,DEU,2024-Q3,2024,Non-Gaming,620578944
France,FRA,2024-Q3,2024,Non-Gaming,462097848.9
U.K.,GBR,2024-Q3,2024,Non-Gaming,781269864
Indonesia,IDN,2024-Q3,2024,Non-Gaming,148072859.7
India,IND,2024-Q3,2024,Non-Gaming,125389163.2
Japan,JPN,2024-Q3,2024,Non-Gaming,1400873654
South Korea,KOR,2024-Q3,2024,Non-Gaming,407064479.2
Mexico,MEX,2024-Q3,2024,Non-Gaming,229541556.6
U.S.,USA,2024-Q3,2024,Non-Gaming,7523595163
Vietnam,VNM,2024-Q3,2024,Non-Gaming,45097244.85
Australia,AUS,2024-Q4,2024,Non-Gaming,411825250.2
Brazil,BRA,2024-Q4,2024,Non-Gaming,383760582.5
Canada,CAN,2024-Q4,2024,Non-Gaming,441725224.6
Germany,DEU,2024-Q4,2024,Non-Gaming,637455245.1
France,FRA,2024-Q4,2024,Non-Gaming,452957173.2
U.K.,GBR,2024-Q4,2024,Non-Gaming,813818590.9
Indonesia,IDN,2024-Q4,2024,Non-Gaming,172061010.5
India,IND,2024-Q4,2024,Non-Gaming,139424715.9
Japan,JPN,2024-Q4,2024,Non-Gaming,1351332320
South Korea,KOR,2024-Q4,2024,Non-Gaming,424048489.7
Mexico,MEX,2024-Q4,2024,Non-Gaming,241681389.9
U.S.,USA,2024-Q4,2024,Non-Gaming,7881316665
Vietnam,VNM,2024-Q4,2024,Non-Gaming,48894741.33
Australia,AUS,2014-Q1,2014,Gaming,108756003.8
Brazil,BRA,2014-Q1,2014,Gaming,24585951.59
Canada,CAN,2014-Q1,2014,Gaming,97920821.21
Germany,DEU,2014-Q1,2014,Gaming,152213820.5
France,FRA,2014-Q1,2014,Gaming,101183510.3
U.K.,GBR,2014-Q1,2014,Gaming,183596213.7
Indonesia,IDN,2014-Q1,2014,Gaming,10900119.1
India,IND,2014-Q1,2014,Gaming,4262349.37
Japan,JPN,2014-Q1,2014,Gaming,1068455698
South Korea,KOR,2014-Q1,2014,Gaming,210268812.7
Mexico,MEX,2014-Q1,2014,Gaming,15853947.52
U.S.,USA,2014-Q1,2014,Gaming,1111123001
Vietnam,VNM,2014-Q1,2014,Gaming,1882063.54
Australia,AUS,2014-Q2,2014,Gaming,130857763.7
Brazil,BRA,2014-Q2,2014,Gaming,29392727.68
Canada,CAN,2014-Q2,2014,Gaming,107138732
Germany,DEU,2014-Q2,2014,Gaming,147064390.2
France,FRA,2014-Q2,2014,Gaming,111353235.1
U.K.,GBR,2014-Q2,2014,Gaming,206664619.2
Indonesia,IDN,2014-Q2,2014,Gaming,13923485.57
India,IND,2014-Q2,2014,Gaming,4639084.71
Japan,JPN,2014-Q2,2014,Gaming,1316591474
South Korea,KOR,2014-Q2,2014,Gaming,275272582.9
Mexico,MEX,2014-Q2,2014,Gaming,16339960.43
U.S.,USA,2014-Q2,2014,Gaming,1249692057
Vietnam,VNM,2014-Q2,2014,Gaming,2033801.7
Australia,AUS,2014-Q3,2014,Gaming,154634155.7
Brazil,BRA,2014-Q3,2014,Gaming,31699058.17
Canada,CAN,2014-Q3,2014,Gaming,121283240.5
Germany,DEU,2014-Q3,2014,Gaming,141184150.5
France,FRA,2014-Q3,2014,Gaming,113086187
U.K.,GBR,2014-Q3,2014,Gaming,213084408.4
Indonesia,IDN,2014-Q3,2014,Gaming,16672351.9
India,IND,2014-Q3,2014,Gaming,5623066.13
Japan,JPN,2014-Q3,2014,Gaming,1547046300
South Korea,KOR,2014-Q3,2014,Gaming,465370335.4
Mexico,MEX,2014-Q3,2014,Gaming,16680488.95
U.S.,USA,2014-Q3,2014,Gaming,1344805655
Vietnam,VNM,2014-Q3,2014,Gaming,3126976.72
Australia,AUS,2014-Q4,2014,Gaming,138915711.1
Brazil,BRA,2014-Q4,2014,Gaming,32823696.65
Canada,CAN,2014-Q4,2014,Gaming,128776915.8
Germany,DEU,2014-Q4,2014,Gaming,153660660.1
France,FRA,2014-Q4,2014,Gaming,113210633.7
U.K.,GBR,2014-Q4,2014,Gaming,220778249
Indonesia,IDN,2014-Q4,2014,Gaming,15154323.55
India,IND,2014-Q4,2014,Gaming,6696419.5
Japan,JPN,2014-Q4,2014,Gaming,1701061180
South Korea,KOR,2014-Q4,2014,Gaming,491305736.4
Mexico,MEX,2014-Q4,2014,Gaming,16855722.42
U.S.,USA,2014-Q4,2014,Gaming,1426775390
Vietnam,VNM,2014-Q4,2014,Gaming,3451780.32
Australia,AUS,2015-Q1,2015,Gaming,132730705.7
Brazil,BRA,2015-Q1,2015,Gaming,38007149.02
Canada,CAN,2015-Q1,2015,Gaming,132396033.7
Germany,DEU,2015-Q1,2015,Gaming,141466729.7
France,FRA,2015-Q1,2015,Gaming,104003783.5
U.K.,GBR,2015-Q1,2015,Gaming,200131783.7
Indonesia,IDN,2015-Q1,2015,Gaming,13626406.46
India,IND,2015-Q1,2015,Gaming,6800814.62
Japan,JPN,2015-Q1,2015,Gaming,1813381556
South Korea,KOR,2015-Q1,2015,Gaming,473697842.1
Mexico,MEX,2015-Q1,2015,Gaming,17635650.57
U.S.,USA,2015-Q1,2015,Gaming,1721599045
Vietnam,VNM,2015-Q1,2015,Gaming,4644696.34
Australia,AUS,2015-Q2,2015,Gaming,141711476.2
Brazil,BRA,2015-Q2,2015,Gaming,35993140.77
Canada,CAN,2015-Q2,2015,Gaming,130667669
Germany,DEU,2015-Q2,2015,Gaming,140279784.1
France,FRA,2015-Q2,2015,Gaming,105212446.9
U.K.,GBR,2015-Q2,2015,Gaming,205772175.3
Indonesia,IDN,2015-Q2,2015,Gaming,14281391.83
India,IND,2015-Q2,2015,Gaming,7870793.36
Japan,JPN,2015-Q2,2015,Gaming,1787345574
South Korea,KOR,2015-Q2,2015,Gaming,444908950.9
Mexico,MEX,2015-Q2,2015,Gaming,17867544.28
U.S.,USA,2015-Q2,2015,Gaming,1669848415
Vietnam,VNM,2015-Q2,2015,Gaming,5261303.96
Australia,AUS,2015-Q3,2015,Gaming,144400079.3
Brazil,BRA,2015-Q3,2015,Gaming,34803558.73
Canada,CAN,2015-Q3,2015,Gaming,129814467.9
Germany,DEU,2015-Q3,2015,Gaming,148384368.3
France,FRA,2015-Q3,2015,Gaming,115581582.9
U.K.,GBR,2015-Q3,2015,Gaming,222794804.9
Indonesia,IDN,2015-Q3,2015,Gaming,17522082.82
India,IND,2015-Q3,2015,Gaming,9665832.44
Japan,JPN,2015-Q3,2015,Gaming,1889661747
South Korea,KOR,2015-Q3,2015,Gaming,507950203.9
Mexico,MEX,2015-Q3,2015,Gaming,21532420.07
U.S.,USA,2015-Q3,2015,Gaming,1716940029
Vietnam,VNM,2015-Q3,2015,Gaming,5206204.82
Australia,AUS,2015-Q4,2015,Gaming,138797665.4
Brazil,BRA,2015-Q4,2015,Gaming,35539439.35
Canada,CAN,2015-Q4,2015,Gaming,139913186
Germany,DEU,2015-Q4,2015,Gaming,172121362.7
France,FRA,2015-Q4,2015,Gaming,127748303.6
U.K.,GBR,2015-Q4,2015,Gaming,219864634.7
Indonesia,IDN,2015-Q4,2015,Gaming,20239626.39
India,IND,2015-Q4,2015,Gaming,11269904.75
Japan,JPN,2015-Q4,2015,Gaming,2445727568
South Korea,KOR,2015-Q4,2015,Gaming,519498792.1
Mexico,MEX,2015-Q4,2015,Gaming,24881659.91
U.S.,USA,2015-Q4,2015,Gaming,1857476836
Vietnam,VNM,2015-Q4,2015,Gaming,5894498.73
Australia,AUS,2016-Q1,2016,Gaming,156813288.8
Brazil,BRA,2016-Q1,2016,Gaming,38002998.02
Canada,CAN,2016-Q1,2016,Gaming,149619693.5
Germany,DEU,2016-Q1,2016,Gaming,190024183.7
France,FRA,2016-Q1,2016,Gaming,159315172.2
U.K.,GBR,2016-Q1,2016,Gaming,235522538.3
Indonesia,IDN,2016-Q1,2016,Gaming,26789783.55
India,IND,2016-Q1,2016,Gaming,12288167.47
Japan,JPN,2016-Q1,2016,Gaming,2451374499
South Korea,KOR,2016-Q1,2016,Gaming,470877673.1
Mexico,MEX,2016-Q1,2016,Gaming,26059461.09
U.S.,USA,2016-Q1,2016,Gaming,2120522019
Vietnam,VNM,2016-Q1,2016,Gaming,6269786.99
Australia,AUS,2016-Q2,2016,Gaming,172074530.4
Brazil,BRA,2016-Q2,2016,Gaming,41287818.34
Canada,CAN,2016-Q2,2016,Gaming,163054910.9
Germany,DEU,2016-Q2,2016,Gaming,194437422.4
France,FRA,2016-Q2,2016,Gaming,142500596.3
U.K.,GBR,2016-Q2,2016,Gaming,234501787.9
Indonesia,IDN,2016-Q2,2016,Gaming,32358065.69
India,IND,2016-Q2,2016,Gaming,13373720.51
Japan,JPN,2016-Q2,2016,Gaming,2583798448
South Korea,KOR,2016-Q2,2016,Gaming,510820590.5
Mexico,MEX,2016-Q2,2016,Gaming,26208496.39
U.S.,USA,2016-Q2,2016,Gaming,2134337272
Vietnam,VNM,2016-Q2,2016,Gaming,6703592.88
Australia,AUS,2016-Q3,2016,Gaming,187243086
Brazil,BRA,2016-Q3,2016,Gaming,45819959.96
Canada,CAN,2016-Q3,2016,Gaming,166844713.6
Germany,DEU,2016-Q3,2016,Gaming,208493887.6
France,FRA,2016-Q3,2016,Gaming,144520414.3
U.K.,GBR,2016-Q3,2016,Gaming,233793552.8
Indonesia,IDN,2016-Q3,2016,Gaming,35111663.59
India,IND,2016-Q3,2016,Gaming,15887066
Japan,JPN,2016-Q3,2016,Gaming,2880408875
South Korea,KOR,2016-Q3,2016,Gaming,670534278
Mexico,MEX,2016-Q3,2016,Gaming,28899857.35
U.S.,USA,2016-Q3,2016,Gaming,2277430409
Vietnam,VNM,2016-Q3,2016,Gaming,7686816.91
Australia,AUS,2016-Q4,2016,Gaming,183906886.3
Brazil,BRA,2016-Q4,2016,Gaming,47450203.61
Canada,CAN,2016-Q4,2016,Gaming,180109619.3
Germany,DEU,2016-Q4,2016,Gaming,246853011.2
France,FRA,2016-Q4,2016,Gaming,160230468
U.K.,GBR,2016-Q4,2016,Gaming,244980401.4
Indonesia,IDN,2016-Q4,2016,Gaming,35342693.31
India,IND,2016-Q4,2016,Gaming,18377281.82
Japan,JPN,2016-Q4,2016,Gaming,2899196810
South Korea,KOR,2016-Q4,2016,Gaming,800803051.8
Mexico,MEX,2016-Q4,2016,Gaming,32152773.1
U.S.,USA,2016-Q4,2016,Gaming,2388433037
Vietnam,VNM,2016-Q4,2016,Gaming,7887289.14
Australia,AUS,2017-Q1,2017,Gaming,173425374.6
Brazil,BRA,2017-Q1,2017,Gaming,49421232.15
Canada,CAN,2017-Q1,2017,Gaming,188102446.4
Germany,DEU,2017-Q1,2017,Gaming,246329101.8
France,FRA,2017-Q1,2017,Gaming,160149466.1
U.K.,GBR,2017-Q1,2017,Gaming,250370013
Indonesia,IDN,2017-Q1,2017,Gaming,40587556.05
India,IND,2017-Q1,2017,Gaming,22846283.34
Japan,JPN,2017-Q1,2017,Gaming,3135735682
South Korea,KOR,2017-Q1,2017,Gaming,735089601.8
Mexico,MEX,2017-Q1,2017,Gaming,33365625.77
U.S.,USA,2017-Q1,2017,Gaming,2645975429
Vietnam,VNM,2017-Q1,2017,Gaming,10129045.7
Australia,AUS,2017-Q2,2017,Gaming,187335368.7
Brazil,BRA,2017-Q2,2017,Gaming,53643184.42
Canada,CAN,2017-Q2,2017,Gaming,187927444.2
Germany,DEU,2017-Q2,2017,Gaming,252622405.5
France,FRA,2017-Q2,2017,Gaming,158797305.4
U.K.,GBR,2017-Q2,2017,Gaming,247611070.7
Indonesia,IDN,2017-Q2,2017,Gaming,44568089.07
India,IND,2017-Q2,2017,Gaming,28734256.1
Japan,JPN,2017-Q2,2017,Gaming,2818645582
South Korea,KOR,2017-Q2,2017,Gaming,636646125.3
Mexico,MEX,2017-Q2,2017,Gaming,35578380.52
U.S.,USA,2017-Q2,2017,Gaming,2663304571
Vietnam,VNM,2017-Q2,2017,Gaming,13542166.54
Australia,AUS,2017-Q3,2017,Gaming,210896842.6
Brazil,BRA,2017-Q3,2017,Gaming,56107867.1
Canada,CAN,2017-Q3,2017,Gaming,207465974.5
Germany,DEU,2017-Q3,2017,Gaming,278750915.7
France,FRA,2017-Q3,2017,Gaming,184495704.6
U.K.,GBR,2017-Q3,2017,Gaming,248697590.8
Indonesia,IDN,2017-Q3,2017,Gaming,44920103.23
India,IND,2017-Q3,2017,Gaming,25322941.99
Japan,JPN,2017-Q3,2017,Gaming,3055516339
South Korea,KOR,2017-Q3,2017,Gaming,892439366.8
Mexico,MEX,2017-Q3,2017,Gaming,38186293.07
U.S.,USA,2017-Q3,2017,Gaming,2747936265
Vietnam,VNM,2017-Q3,2017,Gaming,14982413.29
Australia,AUS,2017-Q4,2017,Gaming,203687960.3
Brazil,BRA,2017-Q4,2017,Gaming,58958248.86
Canada,CAN,2017-Q4,2017,Gaming,210196628.3
Germany,DEU,2017-Q4,2017,Gaming,305247162.8
France,FRA,2017-Q4,2017,Gaming,200037986.6
U.K.,GBR,2017-Q4,2017,Gaming,255704755.6
Indonesia,IDN,2017-Q4,2017,Gaming,46959673.04
India,IND,2017-Q4,2017,Gaming,20303837.29
Japan,JPN,2017-Q4,2017,Gaming,3009200563
South Korea,KOR,2017-Q4,2017,Gaming,832593091.7
Mexico,MEX,2017-Q4,2017,Gaming,36638263.99
U.S.,USA,2017-Q4,2017,Gaming,2845916088
Vietnam,VNM,2017-Q4,2017,Gaming,17335550.44
Australia,AUS,2018-Q1,2018,Gaming,200869664.1
Brazil,BRA,2018-Q1,2018,Gaming,65317763.04
Canada,CAN,2018-Q1,2018,Gaming,205863366.3
Germany,DEU,2018-Q1,2018,Gaming,333136814.5
France,FRA,2018-Q1,2018,Gaming,210571298.2
U.K.,GBR,2018-Q1,2018,Gaming,275462221.4
Indonesia,IDN,2018-Q1,2018,Gaming,48022078.74
India,IND,2018-Q1,2018,Gaming,25403529.49
Japan,JPN,2018-Q1,2018,Gaming,3473198133
South Korea,KOR,2018-Q1,2018,Gaming,843645470.3
Mexico,MEX,2018-Q1,2018,Gaming,39562246.86
U.S.,USA,2018-Q1,2018,Gaming,2919392631
Vietnam,VNM,2018-Q1,2018,Gaming,20974425.46
Australia,AUS,2018-Q2,2018,Gaming,214487006.9
Brazil,BRA,2018-Q2,2018,Gaming,68297316.38
Canada,CAN,2018-Q2,2018,Gaming,212967628.8
Germany,DEU,2018-Q2,2018,Gaming,324317782.6
France,FRA,2018-Q2,2018,Gaming,196119171.7
U.K.,GBR,2018-Q2,2018,Gaming,281847700.2
Indonesia,IDN,2018-Q2,2018,Gaming,51092345.04
India,IND,2018-Q2,2018,Gaming,29346713.13
Japan,JPN,2018-Q2,2018,Gaming,3364344957
South Korea,KOR,2018-Q2,2018,Gaming,819826327.6
Mexico,MEX,2018-Q2,2018,Gaming,39474699.23
U.S.,USA,2018-Q2,2018,Gaming,3143206311
Vietnam,VNM,2018-Q2,2018,Gaming,25680708.77
Australia,AUS,2018-Q3,2018,Gaming,229182180
Brazil,BRA,2018-Q3,2018,Gaming,79487081.85
Canada,CAN,2018-Q3,2018,Gaming,227354624.1
Germany,DEU,2018-Q3,2018,Gaming,346990291.2
France,FRA,2018-Q3,2018,Gaming,202757214.3
U.K.,GBR,2018-Q3,2018,Gaming,290683111.3
Indonesia,IDN,2018-Q3,2018,Gaming,47513350.94
India,IND,2018-Q3,2018,Gaming,26269500.91
Japan,JPN,2018-Q3,2018,Gaming,3433047234
South Korea,KOR,2018-Q3,2018,Gaming,866751226
Mexico,MEX,2018-Q3,2018,Gaming,46690153.92
U.S.,USA,2018-Q3,2018,Gaming,3305444616
Vietnam,VNM,2018-Q3,2018,Gaming,26174216.13
Australia,AUS,2018-Q4,2018,Gaming,217360867.4
Brazil,BRA,2018-Q4,2018,Gaming,107168903.1
Canada,CAN,2018-Q4,2018,Gaming,234556890
Germany,DEU,2018-Q4,2018,Gaming,368951238.7
France,FRA,2018-Q4,2018,Gaming,210898708.5
U.K.,GBR,2018-Q4,2018,Gaming,296189877.1
Indonesia,IDN,2018-Q4,2018,Gaming,52738713.38
India,IND,2018-Q4,2018,Gaming,25048571.09
Japan,JPN,2018-Q4,2018,Gaming,3600087458
South Korea,KOR,2018-Q4,2018,Gaming,874164484.8
Mexico,MEX,2018-Q4,2018,Gaming,54016834.07
U.S.,USA,2018-Q4,2018,Gaming,3511492940
Vietnam,VNM,2018-Q4,2018,Gaming,27227878.52
Australia,AUS,2019-Q1,2019,Gaming,205442764.1
Brazil,BRA,2019-Q1,2019,Gaming,117170777.4
Canada,CAN,2019-Q1,2019,Gaming,247857044.6
Germany,DEU,2019-Q1,2019,Gaming,374659521.4
France,FRA,2019-Q1,2019,Gaming,216705819.5
U.K.,GBR,2019-Q1,2019,Gaming,307220815.1
Indonesia,IDN,2019-Q1,2019,Gaming,60871093
India,IND,2019-Q1,2019,Gaming,26001271.97
Japan,JPN,2019-Q1,2019,Gaming,3803405435
South Korea,KOR,2019-Q1,2019,Gaming,863376260.4
Mexico,MEX,2019-Q1,2019,Gaming,58532693.89
U.S.,USA,2019-Q1,2019,Gaming,3725197433
Vietnam,VNM,2019-Q1,2019,Gaming,33371850.75
Australia,AUS,2019-Q2,2019,Gaming,229766364.7
Brazil,BRA,2019-Q2,2019,Gaming,134611194.9
Canada,CAN,2019-Q2,2019,Gaming,259981179
Germany,DEU,2019-Q2,2019,Gaming,374980923.1
France,FRA,2019-Q2,2019,Gaming,220265256.4
U.K.,GBR,2019-Q2,2019,Gaming,324573404.4
Indonesia,IDN,2019-Q2,2019,Gaming,74955534.93
India,IND,2019-Q2,2019,Gaming,27988825.16
Japan,JPN,2019-Q2,2019,Gaming,3422178439
South Korea,KOR,2019-Q2,2019,Gaming,835109670.1
Mexico,MEX,2019-Q2,2019,Gaming,69502962.28
U.S.,USA,2019-Q2,2019,Gaming,3909981139
Vietnam,VNM,2019-Q2,2019,Gaming,34129855.21
Australia,AUS,2019-Q3,2019,Gaming,250990324
Brazil,BRA,2019-Q3,2019,Gaming,135775855.9
Canada,CAN,2019-Q3,2019,Gaming,283263632.7
Germany,DEU,2019-Q3,2019,Gaming,399754864.5
France,FRA,2019-Q3,2019,Gaming,237244513.1
U.K.,GBR,2019-Q3,2019,Gaming,332512146.1
Indonesia,IDN,2019-Q3,2019,Gaming,79602512.7
India,IND,2019-Q3,2019,Gaming,31729275.31
Japan,JPN,2019-Q3,2019,Gaming,3781939781
South Korea,KOR,2019-Q3,2019,Gaming,778238522.1
Mexico,MEX,2019-Q3,2019,Gaming,75865175.48
U.S.,USA,2019-Q3,2019,Gaming,4157027411
Vietnam,VNM,2019-Q3,2019,Gaming,36634398.15
Australia,AUS,2019-Q4,2019,Gaming,241045086.4
Brazil,BRA,2019-Q4,2019,Gaming,122615845.6
Canada,CAN,2019-Q4,2019,Gaming,297261081.8
Germany,DEU,2019-Q4,2019,Gaming,441331387.9
France,FRA,2019-Q4,2019,Gaming,245037140.9
U.K.,GBR,2019-Q4,2019,Gaming,351326395.3
Indonesia,IDN,2019-Q4,2019,Gaming,90092925.39
India,IND,2019-Q4,2019,Gaming,35177773.47
Japan,JPN,2019-Q4,2019,Gaming,3473131520
South Korea,KOR,2019-Q4,2019,Gaming,1006652119
Mexico,MEX,2019-Q4,2019,Gaming,76112912.93
U.S.,USA,2019-Q4,2019,Gaming,4314214706
Vietnam,VNM,2019-Q4,2019,Gaming,36243635.27
Australia,AUS,2020-Q1,2020,Gaming,235069592.2
Brazil,BRA,2020-Q1,2020,Gaming,127575231.4
Canada,CAN,2020-Q1,2020,Gaming,307803962.9
Germany,DEU,2020-Q1,2020,Gaming,444626528.6
France,FRA,2020-Q1,2020,Gaming,258494645.8
U.K.,GBR,2020-Q1,2020,Gaming,364711236.9
Indonesia,IDN,2020-Q1,2020,Gaming,99642516.8
India,IND,2020-Q1,2020,Gaming,37228284.36
Japan,JPN,2020-Q1,2020,Gaming,3348390254
South Korea,KOR,2020-Q1,2020,Gaming,1123499556
Mexico,MEX,2020-Q1,2020,Gaming,84751884.48
U.S.,USA,2020-Q1,2020,Gaming,4535808363
Vietnam,VNM,2020-Q1,2020,Gaming,45708203.96
Australia,AUS,2020-Q2,2020,Gaming,304308682.4
Brazil,BRA,2020-Q2,2020,Gaming,131799863.2
Canada,CAN,2020-Q2,2020,Gaming,425204658.4
Germany,DEU,2020-Q2,2020,Gaming,497181913.8
France,FRA,2020-Q2,2020,Gaming,299048037.4
U.K.,GBR,2020-Q2,2020,Gaming,466384549
